model,dataset,source,frame,status,gt_cx,gt_cy,gt_w_px,gt_h_px,sqrt_area_px,clutter,conf,iop
old_baseline,selcom_val,selcom,selcom_selcom_01297.jpg,FN,0.6185,0.5444,245.0,76.0,136.45,8266.4,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01305.jpg,FN,0.5974,0.5481,226.0,66.0,122.13,11411.5,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01307.jpg,FN,0.5898,0.5495,165.0,55.0,95.26,11063.3,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01320.jpg,FN,0.5711,0.5366,135.0,59.0,89.25,10376.2,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01331.jpg,FN,0.5529,0.5352,91.0,38.0,58.8,10602.7,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01353.jpg,FN,0.5609,0.5278,86.0,36.0,55.64,11419.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01355.jpg,FN,0.5563,0.537,80.0,40.0,56.57,10101.8,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01361.jpg,FN,0.5177,0.5741,80.0,40.0,56.57,9883.6,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01362.jpg,FN,0.5188,0.5713,76.0,40.0,55.14,10144.3,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01370.jpg,FN,0.5208,0.5704,80.0,38.0,55.14,10594.2,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01374.jpg,FN,0.525,0.5685,80.0,38.0,55.14,10294.1,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01379.jpg,FN,0.5328,0.5694,78.0,30.0,48.37,9362.9,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01384.jpg,FN,0.5401,0.5671,90.0,35.0,56.12,8636.5,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01391.jpg,FN,0.5565,0.5597,79.0,33.0,51.06,7652.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01401.jpg,FN,0.5049,0.4819,83.0,41.0,58.34,6017.5,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01404.jpg,FN,0.518,0.4787,87.0,42.0,60.45,6578.7,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01410.jpg,FN,0.5516,0.4722,94.0,42.0,62.83,11365.6,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01416.jpg,FN,0.5781,0.463,80.0,28.0,47.33,17945.1,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01417.jpg,FN,0.5734,0.4634,78.0,29.0,47.56,19249.4,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01421.jpg,FN,0.5466,0.4532,79.0,31.0,49.49,13442.3,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01423.jpg,FN,0.5352,0.4495,75.0,31.0,48.22,9268.4,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01425.jpg,FN,0.5227,0.4486,75.0,31.0,48.22,7827.1,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01431.jpg,FN,0.4826,0.4352,71.0,28.0,44.59,9050.8,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01435.jpg,FN,0.4536,0.425,70.0,30.0,45.83,7456.4,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01444.jpg,FN,0.4341,0.4065,65.0,24.0,39.5,8280.1,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01452.jpg,FN,0.4862,0.3856,71.0,27.0,43.78,28409.3,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01466.jpg,FN,0.532,0.3648,57.0,28.0,39.95,20927.5,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01468.jpg,FN,0.5302,0.362,52.0,26.0,36.77,22866.6,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01478.jpg,FN,0.5242,0.3472,45.0,28.0,35.5,8050.3,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01481.jpg,FN,0.4839,0.3444,50.0,26.0,36.06,7517.5,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01488.jpg,FN,0.4464,0.344,50.0,27.0,36.74,7655.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01505.jpg,FN,0.4536,0.4051,42.0,21.0,29.7,9140.7,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01534.jpg,FN,0.4932,0.5954,42.0,30.0,35.5,6998.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01544.jpg,FN,0.4898,0.6713,45.0,28.0,35.5,7575.8,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01547.jpg,FN,0.4888,0.6593,49.0,26.0,35.69,9578.4,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01548.jpg,FN,0.4862,0.6569,47.0,25.0,34.28,12707.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01558.jpg,FN,0.4776,0.6056,46.0,24.0,33.23,13528.2,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01558.jpg,FP,0.3227,0.841,20.3,12.1,15.65,197.5,0.5859,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01577.jpg,FN,0.4825,0.6954,37.4,28.4,32.61,2933.8,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01577.jpg,FP,0.3582,0.8252,21.3,13.0,16.63,351.9,0.7681,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01584.jpg,FN,0.4818,0.6578,29.2,20.8,24.66,4280.6,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01593.jpg,TP,0.5084,0.7159,29.9,22.5,25.94,730.4,0.6314,0.602
old_baseline,selcom_val,selcom,selcom_selcom_01595.jpg,TP,0.5323,0.7278,48.0,34.0,40.4,195.7,0.7129,0.871
old_baseline,selcom_val,selcom,selcom_selcom_01615.jpg,FN,0.5227,0.5539,26.9,22.1,24.36,514.5,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01618.jpg,TP,0.5194,0.5175,25.6,22.7,24.1,560.3,0.3167,0.583
old_baseline,selcom_val,selcom,selcom_selcom_01618.jpg,FP,0.2223,0.5421,23.7,14.2,18.36,875.1,0.2923,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01620.jpg,FN,0.5201,0.4895,28.1,21.4,24.48,645.6,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01620.jpg,FP,0.2225,0.5081,24.5,14.9,19.11,1095.2,0.3327,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01627.jpg,TP,0.5187,0.3981,24.4,20.2,22.23,1261.6,0.4287,0.507
old_baseline,selcom_val,selcom,selcom_selcom_01633.jpg,FN,0.5148,0.3481,33.0,36.0,34.47,527.8,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01634.jpg,FN,0.5177,0.3495,40.0,37.0,38.47,476.7,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01637.jpg,TP,0.5159,0.3537,41.0,38.0,39.47,458.8,0.5995,1.0
old_baseline,selcom_val,selcom,selcom_selcom_01654.jpg,FN,0.5182,0.3847,38.0,33.0,35.41,884.4,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01661.jpg,FN,0.5212,0.4554,25.4,23.6,24.47,1279.1,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01665.jpg,FN,0.5206,0.509,27.7,19.6,23.35,1329.5,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01670.jpg,FN,0.5202,0.5161,27.5,18.9,22.78,1382.4,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01678.jpg,FN,0.5205,0.5216,31.3,17.7,23.56,1228.7,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01691.jpg,FN,0.5337,0.5465,40.0,24.7,31.43,779.3,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01691.jpg,FP,0.5345,0.5468,57.6,36.3,45.76,412.6,0.6661,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01741.jpg,TP,0.5055,0.5981,93.0,64.0,77.15,2958.5,0.2588,1.0
old_baseline,selcom_val,selcom,selcom_selcom_01742.jpg,FN,0.5047,0.6014,96.0,57.0,73.97,2976.5,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01744.jpg,FN,0.5062,0.6162,84.0,71.0,77.23,3068.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01746.jpg,FN,0.5036,0.6204,98.0,66.0,80.42,3134.9,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01754.jpg,FN,0.5036,0.6491,94.0,62.0,76.34,4649.3,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01768.jpg,TP,0.5023,0.6199,99.0,63.0,78.97,3144.4,0.3748,0.999
old_baseline,selcom_val,selcom,selcom_selcom_01771.jpg,FN,0.5047,0.6287,94.0,68.0,79.95,3801.8,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01775.jpg,FN,0.5018,0.6356,97.0,71.0,82.99,4085.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01785.jpg,FN,0.5047,0.6454,96.0,64.0,78.38,4757.4,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01788.jpg,FN,0.5047,0.6,90.0,78.0,83.79,3135.1,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01797.jpg,FN,0.5062,0.5847,88.0,69.0,77.92,3563.8,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01800.jpg,TP,0.506,0.587,89.0,68.0,77.79,4501.8,0.4403,1.0
old_baseline,selcom_val,selcom,selcom_selcom_01806.jpg,TP,0.5055,0.5856,75.0,67.0,70.89,4361.2,0.2509,0.912
old_baseline,selcom_val,selcom,selcom_selcom_01820.jpg,TP,0.5052,0.587,100.0,74.0,86.02,4708.4,0.3028,0.887
old_baseline,selcom_val,selcom,selcom_selcom_01832.jpg,TP,0.5057,0.587,86.0,78.0,81.9,4671.0,0.6803,0.77
old_baseline,selcom_val,selcom,selcom_selcom_01838.jpg,TP,0.5052,0.5856,104.0,81.0,91.78,4517.4,0.816,0.88
old_baseline,selcom_val,selcom,selcom_selcom_01839.jpg,TP,0.5047,0.5847,106.0,83.0,93.8,4522.5,0.7485,0.891
old_baseline,selcom_val,selcom,selcom_selcom_01840.jpg,TP,0.5055,0.5838,105.0,81.0,92.22,4475.5,0.7502,0.856
old_baseline,selcom_val,selcom,selcom_selcom_01849.jpg,TP,0.5034,0.5778,103.0,68.0,83.69,3856.4,0.7156,0.982
old_baseline,selcom_val,selcom,selcom_selcom_01850.jpg,TP,0.5018,0.5759,97.0,64.0,78.79,2834.5,0.7111,0.956
old_baseline,selcom_val,selcom,selcom_selcom_01853.jpg,TP,0.501,0.569,92.0,69.0,79.67,2576.2,0.3584,1.0
old_baseline,selcom_val,selcom,selcom_selcom_01855.jpg,TP,0.5,0.5667,78.0,64.0,70.65,2364.1,0.2702,0.903
old_baseline,selcom_val,selcom,selcom_selcom_01860.jpg,TP,0.4964,0.5556,74.0,52.0,62.03,1814.4,0.6244,0.953
old_baseline,selcom_val,selcom,selcom_selcom_01871.jpg,TP,0.4936,0.5448,40.3,28.7,33.96,1982.0,0.4031,0.553
old_baseline,selcom_val,selcom,selcom_selcom_01878.jpg,FN,0.4913,0.5367,34.8,24.2,29.02,1671.6,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01884.jpg,FN,0.4913,0.5332,23.7,18.7,21.02,2491.7,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01893.jpg,FN,0.4898,0.5301,39.0,31.0,34.77,961.9,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01893.jpg,FP,0.9591,0.5134,81.1,35.9,53.93,362.1,0.2989,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01896.jpg,FN,0.4896,0.5301,36.0,27.0,31.18,1168.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01896.jpg,FP,0.9591,0.5134,81.5,36.2,54.32,366.6,0.3163,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01900.jpg,FN,0.4906,0.531,40.0,29.0,34.06,1379.9,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01900.jpg,FP,0.9591,0.5129,83.9,37.4,56.0,489.5,0.686,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01905.jpg,FN,0.4898,0.5315,39.0,28.0,33.05,1232.6,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01905.jpg,FP,0.9587,0.5133,82.4,36.9,55.16,423.5,0.6403,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01916.jpg,FN,0.4901,0.531,38.0,29.0,33.2,1141.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01916.jpg,FP,0.9587,0.5133,82.5,37.6,55.71,401.8,0.6776,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01918.jpg,FN,0.4911,0.531,38.0,29.0,33.2,1156.4,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01918.jpg,FP,0.9586,0.5131,82.5,37.3,55.44,399.3,0.6922,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01919.jpg,FN,0.4898,0.531,33.0,29.0,30.94,1270.6,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01919.jpg,FP,0.9586,0.5131,82.8,37.1,55.45,404.0,0.7001,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01924.jpg,FN,0.4901,0.5329,38.0,33.0,35.41,1089.8,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01924.jpg,FP,0.9584,0.5132,82.1,36.7,54.87,412.3,0.5717,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01925.jpg,FN,0.4906,0.5301,40.0,27.0,32.86,1196.2,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01925.jpg,FP,0.9585,0.5132,82.4,36.6,54.92,415.7,0.5731,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01931.jpg,FN,0.4901,0.5324,38.0,30.0,33.76,2487.9,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01931.jpg,FP,0.9581,0.513,80.6,36.0,53.89,418.0,0.6462,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01944.jpg,FN,0.4914,0.5315,33.0,28.0,30.4,2269.7,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01944.jpg,FP,0.9588,0.5135,83.7,36.5,55.28,410.7,0.5616,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01945.jpg,FN,0.4914,0.5306,33.0,26.0,29.29,2199.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01945.jpg,FP,0.9588,0.5134,83.7,36.5,55.26,426.3,0.5891,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01953.jpg,FN,0.4896,0.531,36.0,29.0,32.31,1991.6,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01953.jpg,FP,0.9587,0.5135,81.5,36.7,54.68,451.3,0.5232,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01954.jpg,FN,0.4909,0.5296,29.0,26.0,27.46,1997.0,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01954.jpg,FP,0.9587,0.5135,81.9,36.9,54.98,440.1,0.562,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01959.jpg,FN,0.4896,0.5296,32.0,26.0,28.84,2047.2,0.0,0.0
old_baseline,selcom_val,selcom,selcom_selcom_01959.jpg,FP,0.9587,0.5135,82.5,36.9,55.17,425.9,0.5308,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02089.jpg,FP,0.9582,0.5136,79.1,35.6,53.07,416.4,0.5901,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02091.jpg,FP,0.9583,0.5136,79.0,36.0,53.32,434.9,0.616,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02107.jpg,FP,0.9583,0.5137,80.8,36.3,54.16,450.7,0.6615,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02114.jpg,FP,0.9585,0.5135,81.2,36.5,54.44,426.1,0.7302,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02116.jpg,FP,0.9587,0.5138,81.8,36.8,54.83,419.7,0.7335,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02123.jpg,FP,0.959,0.5138,81.9,35.8,54.14,444.5,0.6722,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02144.jpg,FP,0.9586,0.5136,81.1,36.3,54.24,417.9,0.6671,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02153.jpg,FP,0.9582,0.5133,79.1,35.8,53.22,471.5,0.5628,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02154.jpg,FP,0.9585,0.5134,80.7,36.0,53.87,468.7,0.5068,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02175.jpg,FP,0.9586,0.5134,80.8,35.7,53.72,401.9,0.5702,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02176.jpg,FP,0.9586,0.5135,80.5,35.7,53.59,399.6,0.553,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02182.jpg,FP,0.9583,0.5132,79.5,35.3,52.96,403.0,0.6035,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02199.jpg,FP,0.9584,0.5137,79.2,35.4,52.98,411.7,0.6362,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02201.jpg,FP,0.9588,0.5136,81.5,35.8,54.02,464.6,0.6327,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02225.jpg,FP,0.9581,0.5135,80.1,35.5,53.34,424.1,0.5725,0.0
old_baseline,selcom_val,selcom,selcom_selcom_02232.jpg,FP,0.9583,0.5135,79.4,35.3,52.96,424.1,0.5635,0.0
old_baseline,dataset_rgb,AirBird,AirBird_0011913.png,FP,0.4789,0.3072,19.8,11.5,15.08,1323.0,0.4283,0.0
old_baseline,dataset_rgb,AirBird,AirBird_D01_20210329104210_0013883.png,FP,0.4522,0.4084,18.7,14.7,16.58,1.4,0.3315,0.0
old_baseline,dataset_rgb,AirBird,AirBird_D01_20210329104210_0044979.png,FP,0.4791,0.4141,27.8,17.2,21.9,1.4,0.4602,0.0
old_baseline,dataset_rgb,AirBird,AirBird_D01_20210401065550_0007372.png,FP,0.7128,0.2049,32.0,29.1,30.5,15.2,0.4084,0.0
old_baseline,dataset_rgb,AirBird,AirBird_D01_20210411141015_0372909.png,FP,0.0045,0.397,16.8,18.5,17.64,2.6,0.2951,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00001_jpg.rf.701ddae4387db20a767a94555f70d033.jpg,TP,0.5068,0.791,27.0,43.5,34.27,1658.5,0.9206,0.978
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00008_jpg.rf.c89ff75a8169074cfa8d78bc6b2b84f9.jpg,FN,0.5439,0.4346,323.0,255.0,286.99,528.9,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00013_jpg.rf.f04151f18fc97365396297164136c207.jpg,FN,0.4629,0.2891,133.5,229.0,174.85,165.9,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00019_jpg.rf.58c81555767b61fca1ec72455e5cb9a6.jpg,FN,0.377,0.1816,52.0,68.5,59.68,255.3,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00023_jpg.rf.0363cd082bc7f1c1a686da898d6a31dd.jpg,FN,0.3877,0.542,83.0,56.0,68.18,1499.5,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00030_jpg.rf.e6f4871ab5e1daf1f002492acd2a45a1.jpg,TP,0.3066,0.4609,44.0,44.0,44.0,146.5,0.9129,0.98
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00038_jpg.rf.c6a6c59fac017266c81a97578110a753.jpg,FN,0.5137,0.2539,54.0,62.5,58.09,1178.0,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00046_jpg.rf.7a492f954a91724523d2671a1cf39722.jpg,FN,0.7314,0.5586,220.5,126.5,167.01,337.6,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00050_jpg.rf.8ed4d8f0baf728399e1fad9023dee759.jpg,FN,0.5303,0.3486,119.0,98.5,108.27,540.6,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00055_jpg.rf.7e19b9cc304c0c238d8c38ffe0dda668.jpg,FN,0.2246,0.5977,19.0,25.5,22.01,805.4,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00055_jpg.rf.7e19b9cc304c0c238d8c38ffe0dda668.jpg,FP,0.2198,0.5856,41.7,39.8,40.77,376.3,0.8188,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00055_jpg.rf.7e19b9cc304c0c238d8c38ffe0dda668.jpg,FP,0.1281,0.2887,6.0,4.6,5.28,13.9,0.3462,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00063_jpg.rf.8fe0e8b5d6d8effb0db3331bd6cfc67d.jpg,TP,0.4365,0.6035,58.0,52.0,54.92,2383.3,0.8823,0.952
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00070_jpg.rf.02cabf7faeedd55d4a3334a93563ac3a.jpg,FN,0.4443,0.5166,103.0,78.0,89.63,209.2,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00076_jpg.rf.23926fdddfbddfa2be0e0560c380b10d.jpg,TP,0.4668,0.3223,57.0,42.5,49.22,398.4,0.9097,0.928
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00083_jpg.rf.935918d083af368d43c2197fb1e30923.jpg,FN,0.4414,0.4287,143.5,158.5,150.81,340.7,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00090_jpg.rf.877397b917956016e9f9c82f2864e080.jpg,FN,0.5889,0.3848,124.0,125.0,124.5,1208.3,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00097_jpg.rf.58a17758c9820833fc72228933c710b2.jpg,FN,0.3945,0.4971,167.0,222.0,192.55,87.3,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00105_jpg.rf.6887fedbb4353cb85d41278290b2bbc1.jpg,TP,0.5371,0.2158,58.0,35.0,45.06,251.4,0.9043,0.989
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00110_jpg.rf.f1917f3cc56ce5a33c4d7abfd776674d.jpg,TP,0.624,0.3877,30.5,21.5,25.61,212.7,0.878,1.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00117_jpg.rf.a2c83f707ae1db62666ac955c094edba.jpg,FN,0.5967,0.3467,103.0,64.5,81.51,189.9,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00123_jpg.rf.6dcdcd3f28d777dffedafeb5d9723475.jpg,FN,0.6035,0.5371,163.5,147.0,155.03,369.2,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00123_jpg.rf.6dcdcd3f28d777dffedafeb5d9723475.jpg,FN,0.3906,0.0518,103.5,52.5,73.71,827.2,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00128_jpg.rf.c826205d3260dc28f8f7df84dd2f5bd1.jpg,TP,0.5762,0.1221,24.0,23.0,23.49,472.8,0.8932,0.925
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00128_jpg.rf.c826205d3260dc28f8f7df84dd2f5bd1.jpg,TP,0.3809,0.4404,21.5,23.0,22.24,643.7,0.8902,0.977
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00133_jpg.rf.0eaa230487942da88ab79b87d780509a.jpg,FN,0.4287,0.3574,90.5,99.5,94.89,384.9,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00141_jpg.rf.8de9f552ff7ab94e356992e8e223abc4.jpg,TP,0.5898,0.2969,55.0,53.5,54.24,286.3,0.9109,0.941
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00148_jpg.rf.2177c604c83c0f97b77a2dc8d4b4ba7e.jpg,FN,0.29,0.2666,99.5,99.5,99.5,1347.6,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00154_jpg.rf.ea706597d2db0901ebb2c4fcdd8c7a56.jpg,FN,0.4346,0.6396,102.0,126.0,113.37,66.4,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00159_jpg.rf.dbac8fb01a9cdc671e7bfbf613fe3611.jpg,TP,0.584,0.5254,32.5,32.5,32.5,556.3,0.8549,0.865
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00168_jpg.rf.409996197f30f0b12eea6753511aca63.jpg,FN,0.6699,0.291,189.5,148.5,167.75,338.5,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00174_jpg.rf.d24a4d8b15b7c90f2fe896587a5339a7.jpg,FN,0.5,0.4648,77.5,97.5,86.93,439.6,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00178_jpg.rf.939bac4b2c7e7f0d14f2458ed750d0f2.jpg,TP,0.4824,0.6191,40.0,52.0,45.61,416.5,0.9076,0.935
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00182_jpg.rf.68894a6af0d92c2a4749d9c192de7acb.jpg,FN,0.6064,0.3486,108.0,96.5,102.09,536.1,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00187_jpg.rf.552ee5c3aae2a7e7132d0cfd4f32f9b7.jpg,FN,0.1504,0.4482,80.0,79.0,79.5,326.3,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00192_jpg.rf.abf8ca586da1288271f939a3628ab7ce.jpg,TP,0.3086,0.5674,23.0,16.5,19.48,732.6,0.8801,0.865
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00197_jpg.rf.98d3bb8d4b86a8439353c9c80458a703.jpg,FN,0.627,0.1973,134.0,119.5,126.54,256.4,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00197_jpg.rf.98d3bb8d4b86a8439353c9c80458a703.jpg,FP,0.5561,0.8547,41.5,33.6,37.33,502.2,0.7583,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00203_jpg.rf.568c42d4f317a06f0b569ad828f86821.jpg,TP,0.3232,0.3682,27.5,23.0,25.15,1662.5,0.8872,0.958
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00206_jpg.rf.9647b5e9529af22386cbf3917874ce33.jpg,TP,0.585,0.583,52.0,45.5,48.64,99.9,0.8932,0.977
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00212_jpg.rf.8cd34dfd43c062b3e5414741a2c9fa2b.jpg,TP,0.4893,0.6455,53.5,45.5,49.34,302.2,0.8979,0.976
